Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"28.
Bill & Ted's Excellent Adventure
(1989)",PG,90 min,"Adventure, Comedy, Music",6.9,"50        
        ","Two rock-'n-rolling teens, on the verge of failing their class, set out on a quest to make the ultimate school history report after being presented with a time machine.","Votes:
137,010
| Gross:
$40.49M"
"29.
World's Best
(2023)",PG,101 min,"Comedy, Family, Music",5.4,"58        
        ","Follows Raj Patel, who is an expert at math but is also secretly obsessed with his late father's dream of becoming a rap musician, and he almost loses everything in his attempt to achieve multiple goals in life.","Votes:
369"
"30.
Soul
(2020)",PG,100 min,"Animation, Adventure, Comedy",8,"83        
        ","After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.","Votes:
350,104"
"31.
Forever My Girl
(2018)",PG,108 min,"Comedy, Drama, Music",6.6,"36        
        ",After being gone for a decade a country star returns home to the love he left behind.,"Votes:
19,699
| Gross:
$16.38M"
"32.
Footloose
(1984)",PG,107 min,"Drama, Music, Romance",6.6,"42        
        ","A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","Votes:
86,572
| Gross:
$80.04M"
"33.
The Blues Brothers
(1980)",R,133 min,"Action, Adventure, Comedy",7.9,"60        
        ","Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.","Votes:
206,862
| Gross:
$57.23M"
"34.
O Brother, Where Art Thou?
(2000)",PG-13,107 min,"Adventure, Comedy, Crime",7.7,"69        
        ","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Votes:
321,311
| Gross:
$45.51M"
"35.
Wayne's World
(1992)",PG-13,94 min,"Comedy, Music",7,"57        
        ",Two slacker friends try to promote their public-access cable show.,"Votes:
164,488
| Gross:
$121.70M"
"36.
8 Mile
(2002)",R,110 min,"Drama, Music",7.2,"77        
        ","Follows a young rapper in the Detroit area, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.","Votes:
304,782
| Gross:
$116.72M"
"37.
Tenacious D in the Pick of Destiny
(2006)",R,94 min,"Adventure, Comedy, Music",6.8,"55        
        ","To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum.","Votes:
112,464
| Gross:
$8.32M"
"38.
Rocketman
(I) (2019)",R,121 min,"Biography, Drama, Music",7.3,"69        
        ",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,"Votes:
183,705
| Gross:
$96.37M"
"39.
Some Like It Hot
(1959)",Passed,121 min,"Comedy, Music, Romance",8.2,"98        
        ","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","Votes:
274,559
| Gross:
$25.00M"
"40.
Straight Outta Compton
(2015)",R,147 min,"Biography, Drama, History",7.8,"72        
        ","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","Votes:
210,320
| Gross:
$161.20M"
"41.
Sound of Metal
(2019)",R,120 min,"Drama, Music",7.7,"82        
        ",A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.,"Votes:
138,705"
"42.
Walk the Line
(2005)",PG-13,136 min,"Biography, Drama, Music",7.8,"72        
        ","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.","Votes:
258,514
| Gross:
$119.52M"
"43.
Dirty Dancing: Havana Nights
(2004)",PG-13,86 min,"Drama, Music, Romance",5.9,"39        
        ","High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.","Votes:
28,919
| Gross:
$14.16M"
"44.
Climax
(I) (2018)",R,97 min,"Drama, Horror, Music",6.9,"67        
        ","French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","Votes:
74,190
| Gross:
$0.80M"
"45.
9 Songs
(2004)",Not Rated,71 min,"Drama, Music, Romance",4.8,"43        
        ","In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.","Votes:
23,376
| Gross:
$0.05M"
"46.
Trolls
(2016)",PG,92 min,"Animation, Adventure, Comedy",6.4,"55        
        ","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.","Votes:
86,585
| Gross:
$153.71M"
"47.
The Piano Teacher
(2001)",R,131 min,"Drama, Music",7.5,"79        
        ",A young man romantically pursues his masochistic piano teacher.,"Votes:
68,129
| Gross:
$1.90M"
"49.
Rio
(2011)",G,96 min,"Animation, Adventure, Comedy",6.9,"63        
        ","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.","Votes:
238,537
| Gross:
$143.62M"
"50.
Tarzan
(1999)",G,88 min,"Animation, Adventure, Comedy",7.3,"79        
        ",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,"Votes:
236,842
| Gross:
$171.09M"
"1.
The Little Mermaid
(I) (2023)",PG,135 min,"Adventure, Family, Fantasy",7.2,"59        
        ",A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,"Votes:
93,882"
"4.
Roald Dahl's Matilda the Musical
(2022)",PG,117 min,"Comedy, Drama, Family",7,"72        
        ","An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.","Votes:
24,565"
"6.
Mulan
(1998)",G,87 min,"Animation, Adventure, Comedy",7.6,"71        
        ","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Votes:
301,672
| Gross:
$120.62M"
"7.
Yankee Doodle Dandy
(1942)",Passed,126 min,"Biography, Drama, Family",7.6,"89        
        ","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.","Votes:
16,433
| Gross:
$11.80M"
"8.
Les Misérables
(2012)",PG-13,158 min,"Drama, Musical, Romance",7.5,"63        
        ","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.","Votes:
337,866
| Gross:
$148.81M"
"9.
The Ballad of Buster Scruggs
(2018)",R,133 min,"Comedy, Drama, Musical",7.3,"79        
        ","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","Votes:
158,121"
"10.
Sing 2
(2021)",PG,110 min,"Animation, Adventure, Comedy",7.4,"49        
        ",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,"Votes:
76,796
| Gross:
$162.79M"
"11.
Hamilton
(2020)",PG-13,160 min,"Biography, Drama, History",8.3,"89        
        ","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
103,285"
"12.
The Music Man
(1962)",G,151 min,"Comedy, Family, Musical",7.8,"76        
        ",Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys' band leader to raise money before he can skip town.,"Votes:
18,521
| Gross:
$14.95M"
"14.
Encanto
(2021)",PG,102 min,"Animation, Comedy, Family",7.2,"75        
        ",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,"Votes:
240,060
| Gross:
$96.09M"
"15.
The Greatest Showman
(2017)",PG,105 min,"Biography, Drama, Musical",7.5,"48        
        ",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,"Votes:
295,269
| Gross:
$174.34M"
"16.
La La Land
(2016)",PG-13,128 min,"Comedy, Drama, Music",8,"94        
        ","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","Votes:
621,179
| Gross:
$151.10M"
"17.
Mamma Mia!
(2008)",PG-13,108 min,"Comedy, Musical, Romance",6.5,"51        
        ",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,"Votes:
258,972
| Gross:
$144.13M"
"18.
Moana
(I) (2016)",PG,107 min,"Animation, Adventure, Comedy",7.6,"81        
        ","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","Votes:
355,336
| Gross:
$248.76M"
"19.
The Lion King
(1994)",G,88 min,"Animation, Adventure, Drama",8.5,"88        
        ","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Votes:
1,093,256
| Gross:
$422.78M"
"20.
Grease
(1978)",PG,110 min,"Comedy, Musical, Romance",7.2,"70        
        ","Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","Votes:
288,684
| Gross:
$188.76M"
"21.
Sing
(2016)",PG,108 min,"Animation, Comedy, Family",7.1,"59        
        ","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.","Votes:
180,308
| Gross:
$270.40M"
"22.
Peter Pan & Wendy
(2023)",PG,106 min,"Action, Adventure, Comedy",4.4,"61        
        ","Follow the adventures of Peter Pan, a boy who does not want to grow up, and how he recruits three siblings in London, and together they embark on a magical adventure on the enchanted island of Neverland.","Votes:
24,308"
"23.
Mamma Mia! Here We Go Again
(2018)",PG-13,114 min,"Comedy, Musical, Romance",6.6,"60        
        ","Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.","Votes:
101,695
| Gross:
$120.63M"
"24.
Beauty and the Beast
(I) (2017)",PG,129 min,"Adventure, Family, Fantasy",7.1,"65        
        ","A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","Votes:
321,626
| Gross:
$504.01M"
"26.
Charlie and the Chocolate Factory
(2005)",PG,115 min,"Adventure, Comedy, Family",6.7,"72        
        ","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Votes:
500,088
| Gross:
$206.46M"
"27.
The Lion King
(2019)",PG,118 min,"Animation, Adventure, Drama",6.8,"55        
        ","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","Votes:
256,393
| Gross:
$543.64M"
